Name,sample_id
Mass (mg), 1.38

[MAGNETIZATION VS TEMP]
Field (Oe),T_B (max in ZFC) (T)
100.072647094727, 86.6833534240723
1000.37194824219, 37.5417804718018

[MAGNETIZATION VS FIELD]
Temperature (C), M_sat (emu/g), H_c (Oe), chi_max (emu/g/Oe)
20.07071838378903,0.7698479032266667,0,2.279115867410745e-06

